Temperature (°C),Humidity (%),Moisture Level (%),Soil Type,Crop Type,pH Level,Nitrogen Level (ppm),Phosphorus Level (ppm),Potassium Level (ppm),Fertilizer Recommendation
36.3,37.9,28.6,Loamy,Sugarcane,7.0,39.1,13.7,60.8,DAP
19.6,36.3,40.2,Sandy,Rice,5.5,38.2,40.6,70.4,Complex Fertilizer
35.5,63.2,19.3,Loamy,Maize,5.1,52.3,7.3,59.9,DAP
35.8,69.4,23.7,Loamy,Tomato,5.8,57.7,30.2,60.1,Potash
28.9,59.1,33.3,Chalky,Sugarcane,5.9,92.7,14.1,48.0,DAP
27.0,59.3,44.6,Peaty,Rice,5.9,25.0,20.2,17.2,Urea
39.6,62.4,44.9,Loamy,Wheat,5.4,76.9,36.8,49.3,Gypsum
26.2,34.1,22.5,Loamy,Tomato,6.4,93.4,41.9,56.5,Potash
23.2,52.0,22.9,Chalky,Wheat,8.4,59.1,22.4,78.4,SSP
18.7,83.7,49.9,Chalky,Tomato,6.5,70.5,20.7,74.2,SSP
29.5,57.2,39.1,Peaty,Tomato,6.1,79.5,44.8,19.7,Potash
18.5,57.9,39.3,Clayey,Tomato,6.5,11.0,26.2,74.1,Urea
21.5,75.7,39.4,Silty,Cotton,7.3,82.5,19.0,27.7,DAP
38.2,48.1,21.3,Peaty,Maize,4.6,10.3,40.3,37.0,Urea
39.2,84.5,32.0,Peaty,Rice,5.8,95.5,41.8,73.4,Urea
23.9,32.0,21.8,Loamy,Maize,6.2,47.7,31.8,36.4,Urea
30.6,85.1,11.3,Clayey,Maize,5.0,19.0,22.1,72.0,Urea
27.8,44.8,44.8,Silty,Potato,8.2,28.3,40.3,77.4,Urea
27.2,53.4,51.9,Silty,Cotton,8.4,20.0,27.1,29.4,Urea
31.5,76.4,41.3,Sandy,Potato,5.6,58.8,47.8,37.9,Urea
33.5,88.6,35.1,Chalky,Maize,7.8,21.8,7.3,53.5,Urea
33.0,31.1,25.8,Loamy,Maize,6.5,56.6,33.4,54.2,Urea
35.8,84.0,16.0,Silty,Cotton,6.6,81.9,36.6,41.0,Urea
30.2,73.0,41.3,Silty,Rice,5.7,90.6,34.0,17.2,Potash
30.5,32.1,57.0,Sandy,Wheat,6.0,55.2,37.5,68.0,DAP
28.1,86.6,25.8,Clayey,Maize,5.7,69.6,25.7,44.2,Complex Fertilizer
22.8,64.6,55.3,Sandy,Potato,5.7,73.0,22.1,44.0,Gypsum
24.1,51.7,34.7,Silty,Maize,8.4,19.4,43.1,66.0,Urea
39.7,37.1,42.8,Peaty,Sugarcane,4.6,41.5,45.4,40.2,Gypsum
19.3,34.3,43.4,Clayey,Rice,8.2,79.9,10.9,66.1,DAP
27.8,35.4,32.1,Loamy,Cotton,6.0,30.3,32.3,22.9,Potash
22.8,67.2,56.3,Loamy,Maize,7.7,42.6,7.8,16.7,DAP
35.7,69.0,42.2,Chalky,Wheat,5.5,63.2,12.5,77.8,DAP
26.2,65.7,48.1,Chalky,Rice,5.1,20.0,28.9,66.7,Urea
32.9,51.4,33.1,Sandy,Sugarcane,6.3,40.4,13.8,75.6,DAP
35.9,36.9,10.5,Clayey,Potato,5.4,13.1,9.2,19.9,Urea
27.2,87.1,21.0,Silty,Cotton,7.1,31.8,8.0,69.1,DAP
35.6,54.7,17.3,Silty,Maize,6.8,45.0,41.0,16.2,Potash
38.3,48.2,25.0,Chalky,Rice,5.9,17.9,45.2,65.6,Urea
23.1,83.1,44.1,Clayey,Wheat,6.9,19.9,39.1,48.5,Urea
22.1,73.2,46.3,Silty,Sugarcane,8.2,87.6,46.9,65.7,SSP
15.5,56.8,49.9,Silty,Maize,4.7,62.0,20.8,32.1,Gypsum
36.7,60.2,23.8,Sandy,Potato,6.6,46.2,9.7,28.5,DAP
25.7,60.4,35.9,Clayey,Maize,4.7,34.6,31.6,35.4,Gypsum
22.4,42.8,57.9,Peaty,Sugarcane,5.1,19.9,17.5,74.5,Urea
18.3,75.3,29.0,Loamy,Maize,5.6,57.7,5.8,54.1,DAP
28.5,86.0,53.6,Clayey,Rice,7.9,59.0,40.5,28.8,Potash
17.5,65.3,51.0,Chalky,Rice,7.7,96.7,21.0,22.0,Potash
30.0,31.6,42.1,Chalky,Tomato,5.1,81.2,9.5,46.5,DAP
29.8,83.6,25.8,Clayey,Tomato,4.7,74.5,49.4,16.1,Potash
32.9,63.5,26.8,Silty,Potato,4.6,25.3,35.8,36.2,Urea
17.3,30.1,41.3,Peaty,Potato,5.6,46.8,10.4,40.4,DAP
29.9,79.7,57.6,Silty,Rice,7.6,26.7,23.6,77.6,Urea
26.8,54.2,20.7,Loamy,Tomato,8.2,53.6,44.2,11.8,Potash
23.9,43.1,58.1,Clayey,Wheat,6.7,77.5,31.5,16.1,Potash
23.2,76.7,15.9,Sandy,Maize,6.4,35.4,5.3,34.0,DAP
17.8,62.6,12.0,Chalky,Sugarcane,4.7,31.9,21.6,20.7,Potash
31.2,72.7,45.6,Peaty,Sugarcane,8.0,15.2,7.8,34.6,Urea
30.3,38.8,50.7,Peaty,Tomato,5.2,65.6,31.6,41.7,Gypsum
20.0,54.8,49.1,Loamy,Potato,6.7,36.7,41.2,30.0,Potash
26.9,68.9,14.8,Chalky,Potato,7.6,15.5,36.8,56.4,Urea
25.3,55.6,29.0,Clayey,Sugarcane,6.6,51.2,12.7,72.0,DAP
36.5,81.7,15.4,Clayey,Maize,6.6,22.4,22.6,50.5,Urea
21.7,83.4,47.0,Peaty,Cotton,6.9,86.4,23.3,41.5,Complex Fertilizer
24.4,33.0,26.7,Chalky,Potato,6.1,54.2,34.6,28.9,Potash
16.3,33.1,16.4,Silty,Potato,6.5,29.3,22.1,59.0,Urea
27.9,60.4,46.4,Silty,Cotton,7.7,16.9,35.8,46.6,Urea
37.7,82.6,53.6,Peaty,Cotton,7.3,91.4,6.4,62.7,DAP
22.1,82.8,28.1,Sandy,Maize,7.6,26.0,9.4,52.8,Urea
30.8,68.9,39.0,Clayey,Cotton,6.0,99.1,23.7,41.0,Potash
32.2,40.4,38.0,Loamy,Potato,5.6,94.7,43.4,30.6,SSP
29.0,34.0,39.6,Silty,Maize,7.4,91.0,20.5,75.2,Potash
18.0,40.7,13.1,Sandy,Maize,8.1,17.7,21.9,24.3,Urea
19.2,86.1,11.0,Silty,Cotton,7.2,62.8,40.1,37.4,Complex Fertilizer
25.0,81.8,15.0,Peaty,Tomato,7.8,24.9,39.3,43.4,Urea
37.4,66.9,43.7,Loamy,Sugarcane,7.2,22.7,35.5,17.3,Urea
30.6,37.8,40.0,Silty,Potato,7.6,41.4,32.8,79.4,SSP
35.6,72.1,14.5,Sandy,Rice,7.9,73.4,29.3,49.0,SSP
21.2,70.8,26.4,Chalky,Rice,4.8,83.5,18.5,20.3,DAP
27.2,36.0,42.8,Clayey,Wheat,7.9,36.6,10.7,33.7,DAP
31.4,42.9,49.9,Chalky,Sugarcane,8.5,77.0,32.5,41.5,SSP
30.2,40.5,58.4,Silty,Wheat,5.9,33.9,11.4,18.4,DAP
39.0,56.5,53.3,Clayey,Maize,5.8,12.8,9.3,61.0,Urea
39.1,48.9,51.8,Loamy,Sugarcane,8.1,83.8,19.8,11.6,DAP
35.8,32.6,41.3,Peaty,Wheat,5.6,24.1,20.5,30.9,Urea
20.9,66.9,50.4,Silty,Wheat,6.0,26.6,48.2,43.3,Urea
23.3,57.9,14.4,Loamy,Tomato,6.5,97.3,10.0,79.1,DAP
17.8,55.6,20.1,Sandy,Wheat,6.8,25.1,9.8,52.6,Urea
35.9,77.4,31.5,Silty,Cotton,4.8,16.7,34.7,27.7,Urea
34.3,84.0,56.1,Sandy,Wheat,4.8,46.5,49.7,57.8,Gypsum
22.5,79.4,50.9,Clayey,Cotton,7.3,23.9,9.5,35.6,Urea
33.5,55.0,46.2,Peaty,Cotton,7.3,44.6,11.5,47.7,DAP
29.5,82.1,17.1,Peaty,Sugarcane,6.1,46.0,46.1,37.1,DAP
39.3,32.2,46.3,Sandy,Wheat,5.9,34.1,24.8,15.6,Potash
24.8,33.6,33.1,Silty,Potato,6.0,71.6,39.1,59.8,Urea
18.7,70.5,12.2,Peaty,Cotton,5.9,11.3,36.9,34.0,Urea
35.6,35.4,59.9,Loamy,Sugarcane,4.8,57.4,24.3,26.5,Potash
36.0,82.8,40.8,Loamy,Cotton,6.0,99.0,31.0,70.9,SSP
16.6,43.7,43.2,Silty,Wheat,6.7,67.7,27.6,56.0,Complex Fertilizer
25.4,47.0,22.7,Silty,Cotton,8.0,82.2,30.8,23.4,Potash
21.4,67.8,46.4,Chalky,Maize,4.5,32.1,21.7,54.7,Gypsum
25.5,39.6,58.6,Chalky,Maize,4.6,95.6,37.9,74.5,Gypsum
20.9,60.1,44.3,Peaty,Rice,6.1,33.6,25.2,25.5,Potash
38.5,61.4,42.8,Sandy,Rice,6.5,72.4,31.2,47.0,Urea
26.2,57.2,14.1,Clayey,Tomato,6.9,77.2,46.8,32.4,Potash
38.5,89.9,26.7,Loamy,Sugarcane,6.2,30.0,42.0,36.4,Potash
23.1,42.1,17.1,Sandy,Tomato,4.8,26.0,44.3,36.5,Urea
26.6,83.8,23.3,Chalky,Cotton,6.2,40.8,27.7,29.7,Potash
18.0,40.2,54.6,Loamy,Sugarcane,5.9,61.9,29.6,55.9,SSP
33.7,67.8,41.7,Clayey,Cotton,6.0,62.1,29.7,58.6,Complex Fertilizer
33.0,57.0,56.8,Peaty,Wheat,6.1,92.0,49.7,62.2,Urea
23.8,66.8,31.1,Clayey,Potato,6.6,77.8,31.6,65.5,Potash
39.3,83.6,56.3,Peaty,Tomato,5.2,98.2,8.6,37.9,DAP
37.3,53.8,58.0,Chalky,Sugarcane,8.4,79.1,27.8,19.6,Potash
27.8,86.1,53.2,Silty,Wheat,7.6,77.3,48.6,15.1,Potash
31.5,67.6,55.7,Loamy,Rice,7.4,86.7,25.2,52.0,Urea
38.6,76.3,45.5,Loamy,Tomato,8.1,57.4,5.6,40.8,DAP
24.6,37.6,34.6,Silty,Potato,5.3,12.1,32.7,17.9,Urea
21.8,78.6,24.1,Clayey,Cotton,4.7,30.0,6.9,23.5,DAP
23.5,71.5,18.2,Clayey,Maize,6.3,53.5,7.0,59.2,DAP
35.7,42.9,25.6,Peaty,Tomato,7.5,36.0,16.2,74.2,DAP
21.0,43.5,40.8,Clayey,Tomato,4.7,17.5,15.1,56.3,Urea
20.7,30.6,27.6,Clayey,Tomato,5.4,36.2,33.8,69.3,Gypsum
35.1,31.3,54.1,Loamy,Maize,5.3,10.4,5.5,56.0,Urea
16.4,80.6,47.9,Clayey,Potato,5.2,28.6,38.9,64.9,Urea
35.8,32.6,54.1,Chalky,Cotton,7.2,89.2,27.4,63.4,Potash
39.6,79.4,25.5,Chalky,Cotton,8.1,77.3,36.7,46.9,SSP
30.8,83.9,12.2,Silty,Tomato,6.8,19.4,30.7,50.5,Urea
35.0,38.4,49.6,Clayey,Tomato,4.8,96.2,33.5,73.7,Gypsum
20.0,44.4,49.8,Peaty,Cotton,7.6,15.0,23.9,46.8,Urea
26.9,36.3,48.6,Loamy,Maize,7.2,74.4,34.1,21.1,Potash
16.6,86.7,29.2,Silty,Wheat,7.8,31.4,39.8,46.7,SSP
28.7,48.0,55.8,Loamy,Sugarcane,5.4,82.1,19.8,76.0,DAP
24.2,76.0,24.9,Silty,Tomato,7.2,49.9,35.4,38.7,Urea
35.4,67.9,10.4,Clayey,Cotton,7.1,60.8,44.5,33.2,Urea
31.7,86.7,29.9,Chalky,Rice,6.9,30.6,13.5,33.7,DAP
21.9,37.5,43.1,Clayey,Potato,8.1,33.6,37.5,79.9,SSP
20.9,30.6,35.0,Peaty,Cotton,7.9,60.9,13.5,32.0,DAP
38.6,84.0,24.9,Loamy,Potato,6.8,42.3,39.2,25.8,Potash
35.9,40.7,30.9,Sandy,Tomato,6.3,68.8,16.7,13.3,DAP
15.5,47.8,58.7,Peaty,Maize,6.9,12.7,21.2,35.2,Urea
25.5,53.0,41.0,Sandy,Rice,6.2,22.8,6.9,78.8,Urea
35.9,66.5,27.9,Chalky,Sugarcane,7.3,90.5,15.0,24.6,DAP
23.1,53.3,58.1,Silty,Tomato,5.8,26.8,10.6,42.1,Urea
24.3,47.4,17.0,Clayey,Maize,5.0,58.2,40.0,75.8,Gypsum
15.4,41.9,47.8,Peaty,Rice,4.6,41.0,40.4,66.7,Gypsum
27.3,33.0,31.4,Peaty,Potato,5.1,33.6,10.5,42.8,DAP
31.2,46.6,55.8,Chalky,Potato,5.4,43.2,10.6,73.1,DAP
39.8,43.1,26.7,Chalky,Rice,5.0,17.0,34.8,41.9,Urea
26.4,87.9,33.3,Loamy,Tomato,7.4,39.7,21.9,10.3,Potash
29.4,62.0,52.0,Sandy,Cotton,7.1,51.6,21.7,25.8,Potash
24.9,42.7,26.2,Clayey,Rice,5.3,91.8,41.3,44.0,Gypsum
39.9,41.9,28.1,Peaty,Rice,7.8,62.8,21.2,11.0,Potash
39.1,67.5,44.2,Silty,Tomato,6.3,18.5,30.0,11.4,Urea
29.8,80.2,20.0,Chalky,Maize,8.2,42.3,38.8,68.9,SSP
21.1,45.9,29.9,Sandy,Tomato,8.1,44.7,5.6,42.3,DAP
20.0,41.3,43.5,Sandy,Rice,7.9,66.2,16.9,43.7,DAP
31.4,53.8,26.3,Clayey,Tomato,7.6,62.2,26.9,15.0,Potash
17.8,61.0,19.8,Loamy,Maize,7.1,20.9,19.0,20.8,Urea
19.6,56.4,38.5,Silty,Cotton,5.1,20.0,48.9,37.3,Urea
32.4,40.6,53.9,Peaty,Wheat,7.9,30.8,43.8,54.6,SSP
34.2,81.1,50.7,Silty,Potato,4.7,56.4,36.0,22.9,Potash
17.9,78.9,47.5,Chalky,Potato,6.4,96.4,17.2,19.5,DAP
32.8,79.4,23.7,Silty,Potato,6.8,64.4,31.0,74.4,DAP
26.5,67.4,11.8,Peaty,Cotton,8.0,74.6,42.3,75.8,SSP
27.2,58.4,20.0,Peaty,Sugarcane,7.4,80.8,9.9,60.5,DAP
29.6,51.2,41.0,Clayey,Maize,6.8,11.7,10.4,76.3,Urea
37.6,51.9,19.3,Silty,Maize,7.7,52.9,32.8,57.3,SSP
23.8,83.8,32.1,Sandy,Cotton,4.7,83.2,47.5,35.0,Gypsum
21.8,35.0,13.3,Chalky,Rice,5.1,75.5,6.2,46.5,DAP
39.4,51.0,15.4,Clayey,Maize,4.9,89.3,39.6,53.8,Gypsum
38.8,67.1,13.5,Silty,Wheat,6.3,67.3,15.6,53.6,DAP
26.1,36.0,37.1,Loamy,Cotton,7.2,77.8,38.7,47.3,Gypsum
18.7,66.0,20.1,Chalky,Wheat,5.4,55.0,33.8,15.8,Potash
36.2,52.8,21.7,Sandy,Rice,7.3,82.8,14.0,18.3,DAP
36.2,39.6,10.6,Peaty,Rice,4.7,89.4,29.0,74.4,Gypsum
17.4,43.7,59.4,Chalky,Rice,6.7,28.8,26.4,76.1,Urea
17.7,65.5,20.7,Loamy,Potato,6.7,80.1,15.3,74.8,DAP
28.6,50.0,42.6,Loamy,Rice,8.2,95.0,43.8,39.0,SSP
17.2,47.5,49.7,Silty,Maize,6.5,77.7,15.2,65.2,DAP
34.2,61.4,40.4,Loamy,Rice,7.6,21.9,39.6,30.2,Urea
25.5,81.1,17.2,Loamy,Potato,5.3,42.9,22.2,11.3,Potash
38.6,79.5,59.9,Chalky,Rice,5.0,80.5,49.9,72.7,Gypsum
21.9,75.9,33.4,Peaty,Wheat,5.1,74.9,34.6,15.3,Potash
33.0,43.7,17.8,Clayey,Maize,5.8,25.2,18.1,10.9,Urea
22.4,85.3,31.5,Sandy,Maize,6.0,16.5,32.7,22.2,Urea
35.7,34.2,10.3,Loamy,Sugarcane,4.6,60.9,40.3,76.6,Gypsum
31.2,44.2,25.0,Clayey,Tomato,4.8,43.2,17.3,59.4,DAP
30.1,38.9,36.8,Silty,Tomato,6.9,80.1,46.5,54.4,Potash
17.6,36.4,46.7,Sandy,Maize,5.0,26.2,32.7,67.9,Urea
19.1,87.7,29.1,Sandy,Rice,7.9,51.6,32.7,26.5,Potash
28.0,47.4,28.3,Sandy,Rice,5.7,74.7,46.5,17.0,Potash
25.3,48.2,55.6,Loamy,Tomato,7.8,50.5,26.1,42.4,SSP
34.1,48.9,46.8,Loamy,Sugarcane,7.4,49.4,47.4,72.6,DAP
27.5,32.1,30.7,Sandy,Potato,5.9,48.9,19.1,43.2,DAP
19.2,68.5,39.8,Clayey,Potato,7.5,81.5,47.8,42.8,Potash
29.7,55.0,13.3,Loamy,Potato,6.2,13.8,46.7,68.1,Urea
21.3,56.7,24.4,Chalky,Wheat,7.4,57.8,30.1,15.5,Potash
36.0,46.2,51.7,Silty,Wheat,5.5,82.2,8.9,48.6,DAP
29.6,35.0,25.3,Silty,Cotton,5.0,62.8,32.9,78.7,Gypsum
15.9,60.7,42.2,Loamy,Maize,8.5,69.2,8.8,60.5,DAP
38.4,49.8,31.1,Chalky,Potato,4.9,96.8,34.9,11.0,Potash
29.3,57.5,11.5,Peaty,Sugarcane,5.7,27.1,33.1,78.1,Urea
24.8,88.7,45.4,Chalky,Tomato,7.3,20.9,23.3,67.7,Urea
26.4,44.3,12.9,Clayey,Tomato,7.6,77.2,24.0,48.9,SSP
34.8,68.1,19.3,Chalky,Cotton,7.7,77.1,13.4,21.7,DAP
21.7,37.8,40.0,Chalky,Rice,6.4,14.4,40.3,21.9,Urea
31.8,78.5,18.6,Loamy,Sugarcane,4.7,88.5,39.3,65.8,Gypsum
20.3,65.3,37.7,Peaty,Tomato,6.1,91.5,9.9,24.5,DAP
21.7,69.4,13.2,Clayey,Sugarcane,6.9,32.0,37.3,36.1,DAP
30.8,70.4,40.2,Chalky,Sugarcane,6.5,29.4,25.5,72.6,Urea
25.3,70.1,20.6,Chalky,Sugarcane,6.4,74.6,39.7,52.3,Complex Fertilizer
31.9,70.7,29.2,Silty,Sugarcane,7.3,89.4,6.7,39.6,DAP
33.8,87.9,25.6,Silty,Rice,8.4,13.4,22.4,50.7,Urea
39.8,62.7,48.2,Sandy,Rice,6.8,87.6,7.8,67.9,DAP
36.4,40.1,19.5,Peaty,Cotton,7.2,96.4,32.3,15.0,Potash
26.8,41.4,46.7,Peaty,Cotton,6.2,53.6,13.0,74.0,DAP
38.6,89.2,29.8,Peaty,Potato,5.8,28.3,14.5,30.7,Urea
35.7,88.6,12.0,Clayey,Tomato,4.8,98.9,15.9,36.9,DAP
31.4,37.5,15.3,Clayey,Sugarcane,7.5,71.0,29.3,32.7,Potash
26.9,53.4,37.6,Chalky,Rice,5.5,85.8,43.0,58.7,Urea
39.7,66.6,10.6,Silty,Wheat,5.4,90.9,6.1,36.9,DAP
24.0,41.3,40.2,Chalky,Rice,7.3,41.0,6.5,67.9,DAP
19.8,67.9,37.2,Peaty,Wheat,7.5,83.0,41.1,56.0,Complex Fertilizer
23.9,31.1,56.2,Silty,Maize,4.9,93.4,6.2,72.3,DAP
29.1,49.7,22.1,Peaty,Cotton,7.3,83.1,46.8,77.0,SSP
39.9,71.0,51.3,Clayey,Maize,6.0,83.9,48.0,78.4,Urea
29.2,36.2,43.6,Loamy,Rice,6.3,36.9,12.5,23.4,DAP
33.9,30.4,45.4,Silty,Cotton,4.9,63.3,15.1,51.4,DAP
38.8,32.9,57.1,Chalky,Cotton,4.8,55.8,8.9,52.7,DAP
31.9,36.6,21.3,Chalky,Cotton,4.9,51.7,48.0,16.0,Potash
30.3,53.0,14.8,Clayey,Tomato,7.9,70.2,15.0,18.9,DAP
33.8,50.4,56.8,Sandy,Tomato,6.7,52.1,20.2,66.2,Potash
36.3,62.4,17.8,Chalky,Potato,6.0,79.6,18.8,27.1,DAP
37.7,48.6,46.1,Peaty,Sugarcane,5.2,80.8,5.5,51.9,DAP
35.3,60.6,22.4,Clayey,Cotton,4.8,50.3,12.8,60.8,DAP
36.6,88.0,39.8,Silty,Sugarcane,8.0,35.9,26.1,79.9,SSP
38.5,35.6,40.4,Silty,Wheat,6.5,33.1,27.0,14.8,Potash
32.8,59.9,55.3,Clayey,Sugarcane,5.8,39.1,49.1,57.4,DAP
37.7,42.1,23.9,Loamy,Potato,7.5,22.7,25.2,57.1,Urea
18.6,66.4,21.8,Loamy,Maize,6.8,31.0,33.2,30.9,Gypsum
31.0,42.0,15.4,Clayey,Wheat,8.5,20.3,38.3,15.6,Urea
31.7,65.7,47.0,Peaty,Potato,6.4,27.8,30.8,51.3,Urea
19.1,39.5,51.5,Chalky,Tomato,5.5,27.1,23.8,64.4,Urea
36.7,86.9,22.1,Loamy,Maize,6.8,38.4,27.1,77.8,Complex Fertilizer
19.9,38.6,16.2,Loamy,Potato,8.1,84.0,27.0,43.4,SSP
25.3,77.5,11.9,Peaty,Rice,7.7,16.5,47.7,59.6,Urea
15.6,71.9,46.1,Clayey,Cotton,7.7,47.6,34.6,48.3,SSP
39.8,84.3,39.8,Clayey,Tomato,7.9,26.2,12.7,22.6,Urea
22.3,80.3,22.2,Peaty,Rice,5.5,47.4,7.5,28.8,DAP
21.1,41.6,13.6,Loamy,Sugarcane,5.3,66.3,49.6,23.3,Potash
38.1,75.2,19.0,Silty,Tomato,7.6,31.4,32.7,49.8,SSP
31.2,56.6,59.6,Loamy,Rice,4.9,29.8,5.5,46.2,Urea
37.7,31.5,49.3,Loamy,Maize,7.6,15.6,46.0,69.3,Urea
19.8,42.9,46.6,Clayey,Cotton,8.3,75.8,27.3,30.2,SSP
18.3,44.4,15.0,Chalky,Potato,6.8,42.9,46.6,71.5,SSP
17.2,85.5,19.7,Loamy,Rice,4.9,51.4,38.4,23.4,Potash
19.2,76.2,53.6,Peaty,Cotton,6.6,57.3,27.4,74.6,SSP
26.8,68.7,54.8,Silty,Maize,4.5,48.5,44.8,60.4,Gypsum
32.1,64.9,59.9,Loamy,Sugarcane,4.7,90.3,40.5,55.4,Gypsum
25.7,34.6,34.5,Silty,Maize,7.2,53.3,17.9,57.3,DAP
38.8,30.2,49.9,Clayey,Sugarcane,5.6,18.5,15.6,33.0,Urea
38.0,82.7,12.9,Silty,Potato,6.7,85.3,18.7,48.8,DAP
36.7,54.1,31.1,Peaty,Potato,4.7,22.0,18.7,60.6,Urea
39.0,67.5,34.2,Loamy,Cotton,4.8,70.8,10.1,47.0,DAP
30.2,88.6,39.3,Sandy,Potato,7.8,15.3,18.8,49.9,Urea
21.5,38.0,48.6,Sandy,Maize,5.4,89.6,9.3,65.3,DAP
38.0,51.9,11.8,Sandy,Maize,7.0,92.9,48.3,18.0,Potash
19.8,45.6,30.4,Chalky,Cotton,5.5,40.3,46.3,45.4,SSP
33.2,36.0,36.1,Silty,Potato,5.3,31.1,46.8,31.9,Gypsum
23.0,37.4,32.0,Loamy,Rice,6.3,71.4,38.3,59.5,Complex Fertilizer
16.6,74.8,54.0,Clayey,Rice,5.9,19.7,27.3,43.2,Urea
32.9,88.3,30.5,Sandy,Sugarcane,8.3,53.9,9.4,43.5,DAP
38.5,63.7,32.7,Chalky,Cotton,5.3,29.4,30.4,48.3,Urea
34.6,74.1,37.8,Peaty,Sugarcane,5.9,68.7,29.5,14.8,Potash
19.0,31.0,18.0,Silty,Maize,8.3,90.1,45.2,11.6,Potash
38.9,65.4,10.2,Loamy,Tomato,4.6,88.6,21.1,40.4,Gypsum
31.6,82.6,29.8,Chalky,Sugarcane,7.4,24.9,36.2,19.9,Urea
33.8,57.9,35.3,Loamy,Cotton,6.7,11.4,31.6,22.5,Urea
30.8,51.4,28.7,Sandy,Rice,6.5,93.7,41.7,22.7,Potash
27.8,77.1,31.6,Peaty,Maize,5.7,31.2,6.8,34.2,DAP
39.8,68.6,15.3,Loamy,Wheat,7.0,14.1,27.9,54.8,Urea
22.6,70.4,19.7,Sandy,Rice,5.5,20.6,48.7,42.2,Urea
39.7,38.2,40.1,Loamy,Tomato,6.5,95.2,38.9,57.5,Potash
18.6,60.0,35.1,Loamy,Wheat,7.9,29.8,35.0,37.5,Urea
15.2,62.3,21.9,Silty,Wheat,4.7,15.8,12.5,35.1,Urea
21.9,44.7,31.1,Sandy,Tomato,4.7,64.2,26.4,19.1,Potash
36.0,51.7,33.3,Sandy,Cotton,5.1,19.2,24.6,61.5,Urea
39.1,78.7,33.2,Peaty,Potato,5.6,51.8,21.0,12.2,Potash
28.5,75.9,48.9,Chalky,Potato,7.0,48.3,18.4,20.3,DAP
24.0,43.9,51.7,Silty,Sugarcane,8.2,37.5,43.3,10.1,Potash
39.2,43.4,28.3,Silty,Cotton,7.6,89.7,21.9,52.7,SSP
31.3,62.5,40.6,Loamy,Wheat,5.4,42.9,47.5,39.0,Gypsum
35.7,41.1,35.2,Chalky,Rice,7.8,44.5,42.1,24.6,Potash
39.6,39.1,44.2,Peaty,Rice,4.9,78.3,12.3,10.0,DAP
27.0,80.7,59.9,Clayey,Wheat,7.2,39.8,41.4,11.0,Potash
38.5,50.0,39.2,Sandy,Rice,7.3,55.2,44.0,22.7,Potash
21.6,61.0,57.0,Chalky,Wheat,4.7,10.7,13.4,45.7,Urea
23.0,34.3,13.3,Silty,Tomato,5.7,65.0,29.1,65.0,SSP
29.5,70.4,42.2,Peaty,Rice,8.4,90.8,37.6,54.5,SSP
25.5,82.3,45.8,Chalky,Maize,8.3,76.6,30.5,44.1,SSP
19.7,66.2,40.4,Sandy,Wheat,5.4,47.0,16.2,22.6,DAP
18.8,33.8,12.2,Chalky,Rice,6.8,61.1,41.3,12.0,Potash
28.7,58.0,40.1,Sandy,Cotton,6.3,66.6,37.7,60.3,Urea
22.1,63.9,59.5,Sandy,Potato,5.0,93.8,36.8,59.4,Gypsum
35.7,43.0,43.6,Clayey,Tomato,8.1,68.9,26.6,57.8,SSP
39.7,89.2,44.5,Clayey,Tomato,7.2,57.1,15.3,61.2,DAP
39.5,43.3,10.4,Silty,Wheat,7.8,71.5,7.4,25.0,DAP
26.5,86.7,38.1,Peaty,Maize,7.2,14.9,39.0,78.7,Urea
19.3,51.5,19.4,Sandy,Sugarcane,7.5,75.8,45.0,58.4,Urea
28.2,74.4,33.1,Loamy,Maize,5.8,20.2,39.9,33.0,Urea
20.4,81.2,40.0,Silty,Tomato,8.3,39.8,8.2,36.3,DAP
34.4,31.7,23.9,Clayey,Maize,6.7,59.3,39.4,14.1,Potash
20.9,37.3,14.4,Chalky,Rice,7.3,42.9,16.8,22.7,DAP
19.3,85.6,54.2,Silty,Maize,7.1,15.9,35.1,30.4,Urea
17.9,56.0,34.4,Sandy,Sugarcane,7.0,56.7,9.2,78.4,DAP
27.8,30.2,14.6,Sandy,Maize,7.7,79.7,23.3,41.0,SSP
23.0,49.3,57.4,Silty,Rice,6.0,62.6,26.3,12.7,Potash
31.8,33.7,18.8,Sandy,Maize,6.1,46.7,24.2,76.7,SSP
16.5,73.7,39.9,Loamy,Wheat,5.4,97.9,30.9,43.7,Gypsum
15.4,39.4,15.2,Clayey,Wheat,4.6,44.6,12.9,76.3,DAP
33.5,67.6,29.4,Silty,Maize,5.3,26.8,20.8,68.8,Urea
25.8,46.2,47.2,Clayey,Maize,4.6,10.2,41.9,49.0,Urea
34.1,46.4,33.0,Loamy,Maize,7.7,76.9,34.2,28.4,Potash
18.5,44.1,51.3,Clayey,Sugarcane,4.6,58.9,10.4,47.2,DAP
35.4,66.6,50.8,Chalky,Maize,6.1,36.0,39.3,23.0,Potash
18.5,66.8,24.9,Clayey,Rice,7.4,56.4,30.3,10.8,Potash
31.3,42.1,11.7,Silty,Potato,5.8,54.9,22.6,49.0,SSP
20.9,42.0,38.1,Silty,Maize,7.4,92.0,20.6,50.1,Gypsum
17.1,76.6,15.1,Loamy,Sugarcane,8.3,28.9,14.2,65.5,Urea
21.8,75.6,58.1,Peaty,Potato,7.0,51.1,6.6,36.2,DAP
